"Lyme_disease","Borrelia","Erythema_chronicum_migrans","Fever","Ixodes","Lyme_disease_controversy","Headache","Delayed_onset_muscle_soreness","Ixodes_ricinus","Vaccine"
"7451.0","212.0","544.0","3712.0","95.0","13.0","1841.0","1451.0","113.0","1258.0"
"5709.0","157.0","347.0","3125.0","37.0","9.0","1536.0","1001.0","78.0","925.0"
"6252.0","240.0","402.0","3543.0","44.0","10.0","1747.0","1299.0","126.0","1180.0"
"8598.0","302.0","543.0","4140.0","65.0","14.0","2060.0","1503.0","103.0","1438.0"
"8003.0","262.0","540.0","3985.0","82.0","6.0","1990.0","1457.0","101.0","1444.0"
"7578.0","250.0","541.0","4062.0","155.0","8.0","2000.0","1658.0","131.0","1360.0"
"7442.0","264.0","528.0","3902.0","58.0","20.0","1837.0","1647.0","111.0","1542.0"
"8387.0","216.0","504.0","3574.0","61.0","7.0","1748.0","1517.0","105.0","1198.0"
"5496.0","183.0","382.0","3124.0","50.0","2.0","1506.0","1199.0","117.0","953.0"
"6080.0","224.0","383.0","3374.0","46.0","6.0","1606.0","1345.0","106.0","1045.0"
"7023.0","247.0","494.0","3673.0","71.0","10.0","1856.0","1367.0","109.0","1258.0"
"9373.0","288.0","547.0","4048.0","60.0","14.0","1990.0","1495.0","87.0","1304.0"
"8419.0","248.0","569.0","4164.0","51.0","16.0","2033.0","1749.0","105.0","1314.0"
"8402.0","235.0","478.0","3958.0","61.0","13.0","1914.0","1750.0","80.0","1378.0"
"7275.0","200.0","480.0","3688.0","63.0","10.0","1768.0","1450.0","104.0","1238.0"
"5843.0","181.0","363.0","3126.0","46.0","11.0","1612.0","1216.0","97.0","988.0"
"5662.0","168.0","354.0","3394.0","54.0","10.0","1684.0","1236.0","80.0","999.0"
"7819.0","247.0","586.0","4299.0","56.0","14.0","2212.0","1582.0","105.0","1362.0"
"8493.0","251.0","558.0","4357.0","58.0","16.0","2162.0","1664.0","109.0","1514.0"
"7270.0","257.0","541.0","4178.0","74.0","15.0","1893.0","1875.0","73.0","1386.0"
"6906.0","226.0","462.0","4091.0","35.0","9.0","1972.0","1629.0","90.0","1404.0"
"6876.0","228.0","476.0","5154.0","62.0","18.0","1895.0","1453.0","74.0","1275.0"
"5527.0","144.0","353.0","3390.0","47.0","12.0","1594.0","1028.0","68.0","978.0"
"5955.0","184.0","379.0","3343.0","51.0","12.0","1615.0","1220.0","68.0","878.0"
"7859.0","253.0","543.0","4053.0","67.0","12.0","1935.0","1472.0","91.0","1256.0"
"7682.0","270.0","537.0","4211.0","79.0","12.0","1875.0","1504.0","89.0","1477.0"
"7547.0","257.0","562.0","4730.0","66.0","19.0","1884.0","1675.0","79.0","1391.0"
"7757.0","275.0","546.0","4407.0","54.0","21.0","1971.0","1721.0","62.0","1448.0"
"6825.0","194.0","457.0","3911.0","47.0","11.0","1793.0","1511.0","74.0","1327.0"
"5186.0","177.0","400.0","3413.0","48.0","13.0","1538.0","1100.0","49.0","1138.0"
"5336.0","199.0","404.0","3430.0","36.0","8.0","1642.0","1211.0","56.0","1289.0"
"6999.0","257.0","473.0","4462.0","77.0","11.0","2136.0","1480.0","109.0","1600.0"
"8133.0","280.0","560.0","4503.0","76.0","5.0","2227.0","1459.0","90.0","1624.0"
"7359.0","302.0","502.0","4407.0","73.0","7.0","1943.0","1665.0","75.0","1628.0"
"7489.0","270.0","526.0","4300.0","71.0","7.0","2078.0","1642.0","90.0","1638.0"
"6796.0","233.0","421.0","3802.0","64.0","7.0","1844.0","1433.0","68.0","1364.0"
"5883.0","175.0","338.0","3218.0","42.0","7.0","1530.0","1148.0","52.0","1104.0"
"7257.0","188.0","376.0","3641.0","56.0","8.0","1728.0","1237.0","81.0","1245.0"
"6697.0","245.0","489.0","4449.0","52.0","7.0","1953.0","1423.0","83.0","1637.0"
"7973.0","269.0","550.0","4560.0","72.0","6.0","2128.0","1482.0","78.0","1883.0"
"8014.0","283.0","570.0","4645.0","77.0","8.0","2212.0","1694.0","58.0","1840.0"
"7292.0","299.0","512.0","4429.0","61.0","12.0","2121.0","1707.0","82.0","1720.0"
"7366.0","277.0","549.0","4456.0","59.0","10.0","2029.0","1653.0","73.0","1608.0"
"6958.0","195.0","378.0","3752.0","48.0","10.0","1839.0","1358.0","73.0","1227.0"
"6807.0","242.0","377.0","4034.0","37.0","13.0","2000.0","1423.0","63.0","1413.0"
"7877.0","320.0","543.0","4833.0","67.0","10.0","2279.0","1707.0","83.0","1912.0"
"8287.0","308.0","483.0","5233.0","197.0","7.0","2280.0","1647.0","96.0","2012.0"
"8491.0","310.0","576.0","4977.0","77.0","6.0","2241.0","1743.0","84.0","2079.0"
"7215.0","293.0","542.0","4610.0","62.0","6.0","2170.0","1772.0","58.0","1925.0"
"7088.0","248.0","426.0","4153.0","49.0","12.0","1942.0","1541.0","77.0","1607.0"
"6671.0","177.0","382.0","3492.0","36.0","3.0","1800.0","1138.0","61.0","1126.0"
"6013.0","228.0","340.0","3850.0","36.0","5.0","1965.0","1356.0","68.0","1349.0"
"7430.0","322.0","470.0","5021.0","62.0","6.0","2350.0","1640.0","91.0","1719.0"
"7565.0","305.0","495.0","5031.0","87.0","7.0","2387.0","1614.0","91.0","1863.0"
"7726.0","297.0","487.0","4698.0","61.0","18.0","2786.0","1807.0","74.0","1918.0"
"6615.0","280.0","420.0","4668.0","57.0","5.0","2461.0","1811.0","71.0","1849.0"
"6695.0","270.0","389.0","4394.0","68.0","9.0","2181.0","1630.0","53.0","1573.0"
"4770.0","180.0","286.0","3514.0","52.0","9.0","1923.0","1155.0","82.0","1156.0"
"4895.0","221.0","330.0","4057.0","44.0","9.0","2031.0","1335.0","63.0","1496.0"
"9026.0","280.0","573.0","5728.0","66.0","3.0","2577.0","1586.0","75.0","2055.0"
"6461.0","291.0","469.0","5256.0","68.0","11.0","2337.0","1624.0","68.0","2075.0"
"6624.0","279.0","441.0","5098.0","159.0","8.0","2353.0","1954.0","105.0","2026.0"
"6371.0","306.0","470.0","4975.0","66.0","2.0","2240.0","1920.0","49.0","2241.0"
"6323.0","198.0","372.0","4243.0","49.0","10.0","2053.0","1381.0","47.0","1790.0"
"5415.0","184.0","326.0","3488.0","40.0","4.0","1797.0","1205.0","73.0","1198.0"
"5661.0","214.0","319.0","4238.0","53.0","10.0","2133.0","1319.0","65.0","1540.0"
"7109.0","289.0","377.0","5071.0","71.0","12.0","2399.0","1608.0","70.0","1912.0"
"6802.0","279.0","441.0","5141.0","57.0","12.0","2360.0","1450.0","68.0","2181.0"
"6828.0","273.0","444.0","5242.0","59.0","10.0","2380.0","1886.0","81.0","2363.0"
"6338.0","270.0","405.0","4898.0","66.0","16.0","2286.0","1857.0","74.0","2074.0"
"5769.0","222.0","411.0","4421.0","71.0","23.0","2024.0","1632.0","67.0","1816.0"
"4476.0","157.0","309.0","3790.0","58.0","2.0","1809.0","1163.0","77.0","1272.0"
"4774.0","193.0","328.0","3999.0","39.0","30.0","2001.0","1291.0","65.0","1649.0"
"6328.0","278.0","384.0","5208.0","76.0","2.0","2622.0","1672.0","85.0","2064.0"
"6888.0","277.0","405.0","5541.0","74.0","8.0","2545.0","1693.0","75.0","2467.0"
"6287.0","269.0","431.0","5066.0","60.0","9.0","2473.0","1814.0","54.0","2389.0"
"6400.0","295.0","409.0","4976.0","55.0","4.0","2458.0","1737.0","78.0","2214.0"
"5210.0","208.0","344.0","4279.0","49.0","3.0","2081.0","1444.0","73.0","1995.0"
"4486.0","205.0","576.0","3674.0","50.0","6.0","1810.0","1176.0","56.0","1460.0"
"4969.0","201.0","408.0","4227.0","58.0","2.0","2143.0","1326.0","70.0","1597.0"
"6767.0","285.0","480.0","5979.0","71.0","10.0","2562.0","1753.0","71.0","2296.0"
"6600.0","295.0","463.0","5341.0","62.0","6.0","2484.0","1769.0","77.0","2277.0"
"6087.0","258.0","438.0","5048.0","51.0","9.0","2349.0","1662.0","74.0","2241.0"
"6467.0","299.0","382.0","4862.0","69.0","3.0","2378.0","1757.0","63.0","2172.0"
"5921.0","272.0","365.0","4472.0","50.0","8.0","2267.0","1698.0","59.0","1911.0"
"4482.0","215.0","288.0","3679.0","49.0","10.0","1967.0","1067.0","62.0","1233.0"
"6503.0","204.0","339.0","4109.0","54.0","11.0","2256.0","1262.0","75.0","1468.0"
"7404.0","284.0","404.0","5251.0","71.0","5.0","2600.0","1744.0","84.0","2003.0"
"6985.0","311.0","404.0","5292.0","78.0","14.0","2647.0","1717.0","89.0","2947.0"
"6884.0","350.0","453.0","4904.0","93.0","5.0","2443.0","1827.0","82.0","2180.0"
"7690.0","287.0","404.0","4889.0","64.0","9.0","2367.0","1710.0","77.0","2113.0"
"5427.0","248.0","341.0","4091.0","52.0","4.0","2192.0","1411.0","61.0","1856.0"
"4263.0","171.0","291.0","3575.0","65.0","7.0","1988.0","1080.0","65.0","1120.0"
"4460.0","182.0","266.0","3666.0","53.0","3.0","2028.0","1067.0","55.0","1386.0"
"5737.0","301.0","430.0","6657.0","59.0","11.0","2449.0","1423.0","91.0","1864.0"
"5798.0","293.0","348.0","5108.0","61.0","8.0","2353.0","1558.0","89.0","2040.0"
"6764.0","265.0","361.0","4943.0","81.0","9.0","2348.0","1661.0","73.0","1905.0"
"5757.0","232.0","353.0","4761.0","68.0","16.0","2321.0","1595.0","76.0","1911.0"
"6079.0","258.0","315.0","4260.0","58.0","7.0","2026.0","1236.0","68.0","1607.0"
"4455.0","229.0","243.0","3563.0","43.0","3.0","1883.0","1067.0","71.0","1231.0"
"4908.0","227.0","321.0","4130.0","75.0","10.0","2181.0","1258.0","53.0","1573.0"
"6288.0","307.0","386.0","5273.0","65.0","5.0","2811.0","1599.0","77.0","2176.0"
"6080.0","282.0","365.0","5235.0","79.0","5.0","2907.0","1595.0","85.0","2380.0"
"5413.0","301.0","345.0","4762.0","66.0","9.0","2435.0","1531.0","87.0","2285.0"
"6136.0","275.0","354.0","5204.0","81.0","6.0","2543.0","1765.0","93.0","2249.0"
"5638.0","229.0","369.0","4589.0","60.0","3.0","2289.0","1477.0","59.0","1896.0"
"4781.0","162.0","301.0","3789.0","57.0","2.0","2132.0","1130.0","69.0","1308.0"
"4818.0","194.0","334.0","3906.0","57.0","5.0","2486.0","1107.0","82.0","1372.0"
"6446.0","256.0","380.0","5267.0","80.0","5.0","3038.0","1509.0","101.0","2174.0"
"6778.0","270.0","400.0","4652.0","77.0","8.0","2738.0","1511.0","75.0","2215.0"
"6862.0","270.0","370.0","5258.0","98.0","7.0","2707.0","1677.0","79.0","2272.0"
"7181.0","259.0","457.0","4790.0","66.0","7.0","2586.0","1682.0","87.0","2260.0"
"5533.0","230.0","341.0","4024.0","55.0","8.0","2336.0","1324.0","112.0","1971.0"
"4315.0","194.0","298.0","3521.0","49.0","7.0","2056.0","968.0","56.0","1337.0"
"4686.0","189.0","256.0","4020.0","62.0","2.0","2244.0","1142.0","85.0","1577.0"
"6150.0","253.0","354.0","5175.0","65.0","11.0","2714.0","1441.0","95.0","2281.0"
"5816.0","262.0","342.0","4990.0","74.0","2.0","2566.0","1480.0","68.0","2216.0"
"5725.0","265.0","358.0","4517.0","72.0","10.0","2380.0","1495.0","98.0","2111.0"
"4887.0","417.0","272.0","4181.0","48.0","3.0","2233.0","1295.0","76.0","2011.0"
"4709.0","254.0","266.0","3915.0","35.0","6.0","2208.0","1178.0","77.0","1584.0"
"4301.0","164.0","208.0","3621.0","41.0","4.0","2125.0","995.0","54.0","1403.0"
"5248.0","210.0","300.0","4158.0","62.0","3.0","2269.0","1059.0","76.0","1658.0"
"6147.0","288.0","396.0","5396.0","70.0","6.0","2743.0","1558.0","93.0","2257.0"
"6987.0","295.0","398.0","5612.0","115.0","6.0","3082.0","1645.0","110.0","2375.0"
"6184.0","253.0","324.0","5326.0","68.0","5.0","2886.0","1748.0","66.0","2339.0"
"6393.0","302.0","363.0","5234.0","79.0","6.0","2939.0","1883.0","60.0","2384.0"
"5493.0","212.0","319.0","4565.0","49.0","10.0","2585.0","1469.0","54.0","1954.0"
"4577.0","225.0","290.0","4058.0","41.0","4.0","2331.0","1142.0","44.0","1601.0"
"4685.0","226.0","267.0","4559.0","103.0","3.0","2594.0","1230.0","103.0","1655.0"
"5927.0","281.0","359.0","5454.0","86.0","10.0","3079.0","1583.0","87.0","2272.0"
"6372.0","318.0","369.0","5749.0","84.0","5.0","3283.0","1614.0","87.0","2365.0"
"6755.0","344.0","441.0","6157.0","90.0","4.0","3124.0","1992.0","82.0","2655.0"
"6640.0","248.0","322.0","5288.0","91.0","6.0","2837.0","1689.0","81.0","2342.0"
"5533.0","215.0","279.0","4592.0","67.0","7.0","2318.0","1369.0","76.0","1829.0"
"5092.0","177.0","237.0","3948.0","36.0","5.0","2100.0","972.0","56.0","1304.0"
"5888.0","229.0","312.0","4522.0","53.0","8.0","2332.0","1141.0","66.0","1643.0"
"6325.0","259.0","391.0","5777.0","83.0","10.0","2710.0","1443.0","65.0","2302.0"
"6367.0","259.0","359.0","5721.0","63.0","5.0","2531.0","1357.0","59.0","2222.0"
"5723.0","239.0","363.0","5552.0","81.0","9.0","2346.0","1558.0","69.0","2231.0"
"5417.0","250.0","367.0","5404.0","64.0","3.0","2379.0","1495.0","65.0","2106.0"
"4625.0","206.0","277.0","4893.0","58.0","6.0","2088.0","1225.0","68.0","1658.0"
"3998.0","151.0","184.0","4259.0","39.0","6.0","1990.0","953.0","44.0","1239.0"
"3694.0","157.0","203.0","4547.0","40.0","5.0","2075.0","953.0","45.0","1289.0"
"4993.0","208.0","257.0","5891.0","59.0","10.0","2543.0","1353.0","58.0","1946.0"
"5086.0","234.0","265.0","5799.0","48.0","8.0","2359.0","1232.0","71.0","1836.0"
"4910.0","260.0","287.0","5606.0","50.0","4.0","2356.0","1280.0","63.0","1805.0"
"4526.0","191.0","244.0","5381.0","44.0","9.0","2227.0","1390.0","45.0","1545.0"
"3855.0","143.0","179.0","4352.0","48.0","3.0","2139.0","1014.0","54.0","1132.0"
"3045.0","170.0","158.0","4131.0","24.0","5.0","1776.0","881.0","40.0","889.0"
"3097.0","120.0","179.0","4407.0","36.0","1.0","1810.0","828.0","41.0","858.0"
"3073.0","98.0","163.0","4431.0","19.0","2.0","1774.0","835.0","36.0","954.0"
"2676.0","108.0","145.0","3963.0","31.0","3.0","1536.0","663.0","25.0","894.0"
"3572.0","125.0","166.0","5172.0","20.0","4.0","2071.0","773.0","21.0","1031.0"
"3720.0","150.0","217.0","5895.0","19.0","3.0","2146.0","856.0","33.0","1069.0"
"3910.0","152.0","197.0","5887.0","35.0","3.0","2277.0","1111.0","47.0","1116.0"
"3486.0","139.0","186.0","4990.0","24.0","2.0","2043.0","1100.0","35.0","1006.0"
"3495.0","121.0","212.0","4976.0","19.0","5.0","2144.0","1310.0","37.0","926.0"
"3391.0","142.0","216.0","5046.0","30.0","3.0","2088.0","983.0","32.0","996.0"
"3125.0","130.0","176.0","4659.0","33.0","5.0","2270.0","968.0","40.0","983.0"
"4501.0","200.0","276.0","6398.0","43.0","8.0","2743.0","1306.0","78.0","1401.0"
"4455.0","186.0","264.0","7397.0","43.0","3.0","2748.0","1357.0","54.0","1443.0"
"4612.0","205.0","306.0","6274.0","42.0","10.0","2533.0","1747.0","44.0","1568.0"
"3783.0","119.0","226.0","5673.0","34.0","9.0","2229.0","1679.0","48.0","1201.0"
"4021.0","160.0","232.0","5608.0","47.0","3.0","2334.0","1628.0","59.0","1296.0"
"4915.0","204.0","282.0","6567.0","38.0","5.0","2726.0","1921.0","70.0","1796.0"
"5253.0","265.0","320.0","6656.0","57.0","2.0","2824.0","2070.0","55.0","2072.0"
"5349.0","247.0","316.0","6725.0","44.0","0.0","2940.0","2625.0","47.0","2302.0"
"4926.0","271.0","326.0","6366.0","72.0","3.0","2842.0","2619.0","66.0","2184.0"
"5269.0","224.0","301.0","6067.0","65.0","10.0","2535.0","2248.0","57.0","2232.0"
"4086.0","157.0","245.0","5025.0","36.0","11.0","2318.0","1682.0","72.0","1706.0"
"3908.0","161.0","229.0","5457.0","27.0","3.0","2371.0","1808.0","63.0","1625.0"
"5459.0","235.0","276.0","6682.0","45.0","5.0","2870.0","2061.0","67.0","2247.0"
"5329.0","264.0","327.0","6891.0","67.0","8.0","3027.0","2286.0","68.0","2565.0"
"5301.0","249.0","396.0","7078.0","69.0","11.0","3165.0","2730.0","94.0","2494.0"
"5573.0","332.0","351.0","6624.0","50.0","3.0","3165.0","2478.0","79.0","2600.0"
"4895.0","277.0","306.0","6141.0","36.0","12.0","2897.0","2055.0","84.0","2345.0"
"4071.0","202.0","240.0","5087.0","32.0","3.0","2456.0","1897.0","57.0","1823.0"
"4285.0","184.0","280.0","5609.0","43.0","4.0","2701.0","1751.0","57.0","1564.0"
"5026.0","262.0","336.0","6898.0","65.0","6.0","3327.0","2040.0","99.0","2058.0"
"5433.0","323.0","339.0","7300.0","45.0","3.0","3310.0","2565.0","75.0","2463.0"
"5183.0","317.0","368.0","7251.0","87.0","5.0","3371.0","2750.0","101.0","2357.0"
"5019.0","394.0","319.0","6595.0","54.0","8.0","3117.0","2565.0","89.0","2223.0"
"4764.0","274.0","313.0","5764.0","66.0","12.0","2856.0","2344.0","85.0","2001.0"
"3768.0","206.0","238.0","4891.0","37.0","2.0","2484.0","1748.0","59.0","1410.0"
"4194.0","210.0","262.0","5610.0","39.0","5.0","2712.0","1877.0","60.0","1641.0"
"4873.0","267.0","321.0","6896.0","44.0","4.0","3286.0","2286.0","66.0","2392.0"
"10974.0","272.0","428.0","7013.0","79.0","8.0","3539.0","2240.0","80.0","3762.0"
"8694.0","309.0","411.0","6853.0","62.0","7.0","3808.0","2514.0","76.0","2727.0"
"5961.0","284.0","349.0","6319.0","57.0","6.0","3328.0","2453.0","57.0","2421.0"
"5087.0","200.0","326.0","5556.0","66.0","2.0","3335.0","2065.0","109.0","1984.0"
"4007.0","173.0","258.0","4767.0","39.0","4.0","2998.0","1625.0","49.0","1311.0"
"4248.0","187.0","316.0","5151.0","56.0","8.0","3050.0","1811.0","56.0","1779.0"
"5353.0","286.0","328.0","6839.0","67.0","3.0","3703.0","2230.0","71.0","2539.0"
"5802.0","247.0","390.0","6751.0","58.0","3.0","3582.0","2232.0","58.0","2468.0"
"5663.0","266.0","329.0","6468.0","85.0","5.0","3335.0","2672.0","63.0","2454.0"
"5431.0","257.0","306.0","6234.0","59.0","7.0","3357.0","2749.0","62.0","2344.0"
"4647.0","228.0","315.0","5254.0","56.0","3.0","3100.0","2093.0","62.0","1881.0"
"3886.0","168.0","242.0","4738.0","36.0","8.0","2733.0","1681.0","58.0","1298.0"
"4114.0","178.0","250.0","4927.0","44.0","3.0","2880.0","1964.0","45.0","1678.0"
"5006.0","267.0","324.0","6194.0","81.0","3.0","3347.0","2009.0","60.0","2315.0"
"5803.0","264.0","330.0","6406.0","63.0","4.0","3188.0","2023.0","72.0","2455.0"
"5613.0","262.0","347.0","6285.0","65.0","9.0","2909.0","2519.0","44.0","2196.0"
"5125.0","228.0","316.0","5891.0","60.0","7.0","2785.0","2247.0","63.0","2009.0"
"4650.0","241.0","270.0","7697.0","49.0","1.0","2841.0","2063.0","32.0","1816.0"
"3753.0","152.0","240.0","4643.0","52.0","4.0","2629.0","1465.0","44.0","1321.0"
"4037.0","176.0","295.0","5250.0","54.0","10.0","2827.0","1953.0","44.0","1601.0"
"4945.0","233.0","335.0","6228.0","79.0","2.0","3279.0","2061.0","84.0","2020.0"
"5819.0","266.0","344.0","6878.0","63.0","7.0","3344.0","2276.0","46.0","2052.0"
"6019.0","234.0","350.0","6182.0","73.0","3.0","3340.0","2502.0","81.0","2396.0"
"5285.0","236.0","342.0","5903.0","68.0","4.0","3042.0","2423.0","59.0","2213.0"
"5109.0","244.0","313.0","5228.0","50.0","4.0","2904.0","2011.0","62.0","2149.0"
"3905.0","161.0","243.0","4527.0","38.0","4.0","2709.0","1587.0","59.0","1450.0"
"4181.0","181.0","280.0","4998.0","66.0","10.0","2810.0","1740.0","55.0","1761.0"
"5405.0","294.0","321.0","6168.0","80.0","4.0","3570.0","2190.0","69.0","2432.0"
"5813.0","267.0","376.0","6431.0","112.0","1.0","3421.0","2328.0","76.0","2544.0"
"5747.0","241.0","344.0","6529.0","102.0","9.0","3299.0","2636.0","64.0","2651.0"
"5496.0","257.0","389.0","5908.0","74.0","7.0","3216.0","2684.0","71.0","2565.0"
"4955.0","202.0","327.0","5357.0","54.0","6.0","2748.0","2087.0","53.0","2132.0"
"4386.0","230.0","261.0","4498.0","52.0","2.0","2535.0","1698.0","44.0","1394.0"
"4737.0","193.0","303.0","4991.0","71.0","2.0","2492.0","1960.0","65.0","1793.0"
"6219.0","296.0","355.0","6247.0","83.0","3.0","3353.0","2789.0","81.0","2642.0"
"5919.0","319.0","355.0","6032.0","97.0","3.0","3264.0","2391.0","83.0","2477.0"
"5507.0","287.0","363.0","6073.0","103.0","6.0","3247.0","2626.0","69.0","2639.0"
"5844.0","264.0","378.0","5820.0","80.0","2.0","3092.0","2525.0","72.0","2619.0"
"5133.0","272.0","330.0","4960.0","69.0","4.0","2803.0","2028.0","70.0","2079.0"
"4380.0","200.0","289.0","4334.0","58.0","2.0","2562.0","1774.0","63.0","1379.0"
"4585.0","228.0","287.0","4813.0","59.0","3.0","2759.0","1721.0","66.0","1660.0"
"6520.0","275.0","397.0","6054.0","71.0","6.0","3251.0","2155.0","85.0","2607.0"
"6675.0","264.0","399.0","6047.0","105.0","5.0","3226.0","2209.0","66.0","2823.0"
"6369.0","290.0","339.0","5789.0","106.0","7.0","3194.0","2284.0","125.0","2378.0"
"6693.0","300.0","437.0","6491.0","116.0","2.0","3007.0","2407.0","87.0","2481.0"
"6644.0","258.0","355.0","5029.0","80.0","7.0","2839.0","2027.0","83.0","2042.0"
"5314.0","233.0","283.0","5174.0","47.0","4.0","2404.0","1580.0","53.0","1527.0"
"5099.0","220.0","305.0","4624.0","41.0","4.0","2962.0","1634.0","72.0","1619.0"
"6078.0","270.0","346.0","6056.0","81.0","2.0","3292.0","2031.0","97.0","2373.0"
"7101.0","297.0","433.0","5843.0","77.0","4.0","3287.0","2124.0","100.0","2350.0"
"7398.0","293.0","402.0","5714.0","95.0","4.0","3233.0","2299.0","61.0","2404.0"
"7013.0","253.0","421.0","5313.0","75.0","5.0","3099.0","2336.0","97.0","2424.0"
"6353.0","242.0","382.0","4737.0","73.0","11.0","2571.0","2098.0","66.0","1976.0"
"6393.0","187.0","355.0","4017.0","44.0","3.0","2395.0","1612.0","35.0","1303.0"
"7109.0","225.0","385.0","4566.0","85.0","4.0","2804.0","1782.0","52.0","1583.0"
"10278.0","303.0","469.0","5633.0","91.0","7.0","3360.0","2205.0","91.0","2225.0"
"61145.0","291.0","709.0","5448.0","76.0","3.0","2890.0","2201.0","77.0","2207.0"
"31784.0","308.0","587.0","5091.0","72.0","3.0","2812.0","2211.0","94.0","2066.0"
"19743.0","266.0","490.0","5031.0","83.0","6.0","2822.0","2052.0","65.0","2043.0"
"13105.0","215.0","403.0","4443.0","60.0","6.0","2644.0","1639.0","76.0","1604.0"
"10300.0","162.0","361.0","3664.0","52.0","7.0","2203.0","1484.0","90.0","1318.0"
"8033.0","172.0","374.0","4205.0","72.0","5.0","2426.0","1545.0","93.0","1812.0"
"9073.0","249.0","481.0","5274.0","72.0","9.0","2773.0","1653.0","70.0","1705.0"
"10999.0","256.0","529.0","5535.0","77.0","3.0","2906.0","1737.0","77.0","2096.0"
"9253.0","332.0","485.0","5916.0","85.0","5.0","3174.0","1977.0","85.0","2092.0"
"8394.0","309.0","476.0","5662.0","101.0","3.0","2701.0","1950.0","118.0","2058.0"
"7377.0","274.0","405.0","4223.0","72.0","5.0","2356.0","1639.0","73.0","1720.0"
"5765.0","197.0","400.0","3244.0","56.0","10.0","2314.0","1299.0","69.0","1451.0"
"6906.0","199.0","402.0","3706.0","77.0","3.0","2388.0","1435.0","73.0","1576.0"
"8983.0","340.0","509.0","4877.0","87.0","3.0","2891.0","1831.0","126.0","2208.0"
"9047.0","331.0","534.0","4608.0","92.0","6.0","2775.0","1941.0","132.0","2415.0"
"8337.0","356.0","503.0","4260.0","89.0","6.0","2658.0","1948.0","128.0","2128.0"
"8519.0","307.0","472.0","4217.0","120.0","3.0","2704.0","1987.0","124.0","2343.0"
"7650.0","245.0","450.0","3548.0","84.0","6.0","2186.0","1669.0","93.0","1863.0"
"5600.0","187.0","429.0","2986.0","73.0","9.0","2005.0","1365.0","73.0","1383.0"
"6345.0","216.0","447.0","3358.0","91.0","3.0","2132.0","1367.0","82.0","1820.0"
"9131.0","340.0","530.0","4728.0","121.0","6.0","2781.0","1845.0","124.0","2426.0"
"8749.0","336.0","598.0","4631.0","138.0","5.0","2748.0","1913.0","109.0","2408.0"
"8755.0","308.0","549.0","4342.0","89.0","8.0","2682.0","2051.0","137.0","2412.0"
"8708.0","276.0","545.0","3997.0","86.0","5.0","2400.0","2077.0","119.0","2166.0"
"7328.0","253.0","509.0","3770.0","93.0","7.0","2211.0","1703.0","107.0","2000.0"
"5260.0","193.0","387.0","2999.0","156.0","7.0","1906.0","1117.0","162.0","1419.0"
"6560.0","229.0","442.0","3474.0","83.0","6.0","2305.0","2157.0","96.0","1734.0"
"11452.0","306.0","661.0","4482.0","129.0","6.0","2663.0","2688.0","154.0","2409.0"
"9091.0","321.0","614.0","4250.0","91.0","4.0","2676.0","1972.0","115.0","2430.0"
"9283.0","324.0","609.0","4474.0","134.0","6.0","2523.0","2135.0","160.0","2439.0"
"8799.0","333.0","600.0","4179.0","116.0","4.0","2540.0","1979.0","138.0","2498.0"
"7560.0","221.0","495.0","3721.0","87.0","9.0","2189.0","1707.0","109.0","2206.0"
"5625.0","212.0","430.0","3097.0","72.0","5.0","1896.0","1249.0","88.0","1413.0"
"7164.0","242.0","492.0","3599.0","105.0","3.0","2111.0","1433.0","140.0","1665.0"
"9964.0","330.0","735.0","4560.0","134.0","13.0","2801.0","1896.0","155.0","2412.0"
"10531.0","300.0","654.0","4239.0","126.0","2.0","2582.0","1917.0","130.0","2377.0"
"9802.0","261.0","617.0","3943.0","107.0","6.0","2306.0","1859.0","123.0","2322.0"
"9929.0","328.0","573.0","4005.0","145.0","5.0","2586.0","2027.0","134.0","2361.0"
"9018.0","305.0","538.0","3711.0","137.0","7.0","2352.0","1645.0","154.0","1946.0"
"6434.0","211.0","453.0","2981.0","83.0","4.0","2845.0","1290.0","129.0","1288.0"
"7402.0","241.0","571.0","3259.0","96.0","0.0","2197.0","1438.0","145.0","1448.0"
"9988.0","324.0","677.0","4059.0","194.0","10.0","2637.0","1739.0","172.0","2146.0"
"10526.0","337.0","709.0","4048.0","178.0","8.0","2627.0","1684.0","174.0","2404.0"
"11661.0","303.0","690.0","4336.0","150.0","7.0","2435.0","1945.0","183.0","2435.0"
"11274.0","315.0","664.0","3971.0","139.0","2.0","2545.0","1796.0","197.0","2258.0"
"13525.0","484.0","695.0","3552.0","147.0","2.0","2145.0","1586.0","161.0","2043.0"
"8446.0","265.0","575.0","2959.0","94.0","5.0","1756.0","1243.0","121.0","1220.0"
"11945.0","423.0","708.0","3198.0","164.0","3.0","1873.0","1352.0","213.0","1658.0"
"12180.0","421.0","816.0","4130.0","163.0","6.0","2831.0","1762.0","237.0","2338.0"
"11343.0","363.0","759.0","4336.0","132.0","5.0","2601.0","1716.0","197.0","2915.0"
"9957.0","323.0","706.0","4146.0","136.0","4.0","2328.0","1953.0","155.0","2536.0"
"8890.0","331.0","660.0","4136.0","155.0","6.0","2592.0","1954.0","144.0","2431.0"
"7745.0","270.0","597.0","3275.0","122.0","5.0","2258.0","1448.0","164.0","1850.0"
"7322.0","197.0","570.0","2825.0","109.0","5.0","1970.0","1183.0","144.0","1261.0"
