"Pertussis","Pathogenic_bacteria","Common_cold","Fever","Bordetella_pertussis","Airborne_disease","Pertussis_vaccine","Paroxysmal_attack","Syncope_(medicine)","Lymphocytosis"
"3508.0","525.0","2007.0","3902.0","340.0","227.0","131.0","221.0","2257.0","331.0"
"2728.0","385.0","1824.0","3574.0","335.0","164.0","127.0","204.0","1825.0","302.0"
"1864.0","351.0","1577.0","3124.0","216.0","148.0","82.0","176.0","1370.0","255.0"
"1818.0","418.0","1867.0","3374.0","285.0","181.0","75.0","160.0","1519.0","243.0"
"2303.0","503.0","1992.0","3673.0","338.0","183.0","109.0","214.0","1973.0","340.0"
"2525.0","527.0","2207.0","4048.0","369.0","237.0","126.0","222.0","2248.0","399.0"
"2539.0","789.0","2176.0","4164.0","367.0","212.0","158.0","236.0","2233.0","443.0"
"2456.0","586.0","2346.0","3958.0","344.0","216.0","137.0","220.0","2275.0","435.0"
"2166.0","420.0","1884.0","3688.0","277.0","190.0","114.0","202.0","1937.0","374.0"
"1571.0","371.0","1686.0","3126.0","197.0","149.0","68.0","161.0","1350.0","211.0"
"1606.0","566.0","1953.0","3394.0","224.0","207.0","60.0","181.0","1499.0","210.0"
"2348.0","536.0","2326.0","4299.0","300.0","214.0","92.0","220.0","2254.0","422.0"
"2518.0","531.0","2420.0","4357.0","323.0","208.0","128.0","240.0","2647.0","471.0"
"2482.0","510.0","2259.0","4178.0","289.0","210.0","102.0","209.0","2228.0","422.0"
"2226.0","541.0","1974.0","4091.0","332.0","185.0","110.0","196.0","1969.0","417.0"
"2182.0","480.0","2096.0","5154.0","300.0","199.0","105.0","209.0","1873.0","309.0"
"1508.0","343.0","1606.0","3390.0","186.0","138.0","62.0","112.0","1373.0","238.0"
"1482.0","369.0","1774.0","3343.0","190.0","135.0","56.0","150.0","1348.0","211.0"
"2328.0","610.0","2310.0","4053.0","310.0","173.0","125.0","226.0","2150.0","370.0"
"2859.0","573.0","2520.0","4211.0","369.0","229.0","140.0","254.0","2192.0","438.0"
"2753.0","596.0","2495.0","4730.0","382.0","254.0","145.0","282.0","2216.0","449.0"
"2761.0","660.0","2440.0","4407.0","377.0","269.0","167.0","272.0","2182.0","395.0"
"2284.0","526.0","2083.0","3911.0","286.0","198.0","109.0","248.0","1861.0","403.0"
"1583.0","417.0","1902.0","3413.0","231.0","186.0","71.0","181.0","1420.0","298.0"
"1507.0","500.0","2062.0","3430.0","229.0","210.0","83.0","211.0","1412.0","246.0"
"2163.0","725.0","2671.0","4462.0","288.0","286.0","132.0","239.0","2097.0","375.0"
"2498.0","712.0","2740.0","4503.0","347.0","317.0","106.0","239.0","2797.0","436.0"
"2603.0","782.0","2858.0","4407.0","379.0","303.0","120.0","233.0","2640.0","449.0"
"2339.0","657.0","2572.0","4300.0","391.0","328.0","127.0","257.0","2197.0","461.0"
"2394.0","598.0","2309.0","3802.0","294.0","235.0","99.0","208.0","1916.0","387.0"
"1984.0","447.0","2133.0","3218.0","314.0","230.0","64.0","175.0","1397.0","288.0"
"2740.0","540.0","2355.0","3641.0","323.0","205.0","76.0","191.0","1463.0","246.0"
"2324.0","651.0","2674.0","4449.0","320.0","308.0","97.0","215.0","1709.0","395.0"
"2438.0","830.0","3028.0","4560.0","375.0","310.0","148.0","263.0","2324.0","506.0"
"2792.0","838.0","3119.0","4645.0","385.0","297.0","146.0","298.0","2151.0","473.0"
"2417.0","751.0","3000.0","4429.0","373.0","324.0","131.0","286.0","2234.0","505.0"
"2497.0","732.0","2893.0","4456.0","332.0","235.0","142.0","271.0","2208.0","407.0"
"1795.0","564.0","2486.0","3752.0","261.0","187.0","89.0","181.0","1550.0","323.0"
"1750.0","802.0","2708.0","4034.0","257.0","288.0","75.0","221.0","1991.0","283.0"
"2657.0","891.0","3379.0","4833.0","345.0","293.0","130.0","336.0","2345.0","427.0"
"2893.0","1028.0","3678.0","5233.0","465.0","413.0","156.0","381.0","2483.0","589.0"
"2796.0","1034.0","3426.0","4977.0","524.0","366.0","130.0","279.0","2367.0","492.0"
"3006.0","911.0","3477.0","4610.0","542.0","378.0","163.0","353.0","2359.0","475.0"
"2404.0","897.0","3102.0","4153.0","441.0","308.0","123.0","276.0","2068.0","457.0"
"1650.0","524.0","2780.0","3492.0","322.0","241.0","67.0","241.0","1574.0","315.0"
"1793.0","639.0","3172.0","3850.0","324.0","369.0","64.0","209.0","1602.0","251.0"
"2372.0","956.0","3963.0","5021.0","416.0","322.0","149.0","322.0","2354.0","476.0"
"2652.0","913.0","4005.0","5031.0","513.0","352.0","129.0","305.0","2363.0","475.0"
"2604.0","878.0","4027.0","4698.0","486.0","399.0","119.0","343.0","2336.0","533.0"
"2451.0","903.0","4061.0","4668.0","380.0","322.0","129.0","332.0","2305.0","525.0"
"2361.0","719.0","3838.0","4394.0","471.0","307.0","116.0","302.0","2013.0","438.0"
"1727.0","563.0","3097.0","3514.0","277.0","222.0","84.0","203.0","1502.0","272.0"
"1867.0","723.0","3624.0","4057.0","354.0","347.0","56.0","262.0","1577.0","269.0"
"3121.0","951.0","5010.0","5728.0","445.0","372.0","115.0","341.0","2391.0","492.0"
"2674.0","980.0","4667.0","5256.0","656.0","350.0","150.0","346.0","2326.0","502.0"
"2686.0","1100.0","4555.0","5098.0","472.0","327.0","141.0","259.0","2393.0","439.0"
"2691.0","994.0","4225.0","4975.0","454.0","393.0","138.0","322.0","2392.0","470.0"
"10881.0","649.0","3639.0","4243.0","481.0","299.0","277.0","306.0","2090.0","367.0"
"2670.0","562.0","3220.0","3488.0","346.0","207.0","229.0","234.0","1510.0","317.0"
"2584.0","781.0","3774.0","4238.0","365.0","252.0","266.0","293.0","1684.0","267.0"
"2671.0","972.0","4357.0","5071.0","391.0","295.0","214.0","347.0","2391.0","462.0"
"2901.0","1002.0","4435.0","5141.0","455.0","405.0","178.0","351.0","2430.0","473.0"
"3567.0","1096.0","4528.0","5242.0","497.0","364.0","150.0","360.0","2497.0","434.0"
"3081.0","950.0","4452.0","4898.0","511.0","318.0","145.0","351.0","2420.0","487.0"
"2612.0","776.0","3733.0","4421.0","425.0","247.0","103.0","284.0","2040.0","416.0"
"1958.0","543.0","3121.0","3790.0","315.0","192.0","91.0","257.0","1508.0","310.0"
"2103.0","621.0","3439.0","3999.0","459.0","238.0","88.0","247.0","1648.0","298.0"
"2842.0","883.0","4570.0","5208.0","509.0","293.0","136.0","355.0","2420.0","440.0"
"3412.0","890.0","4894.0","5541.0","519.0","332.0","135.0","383.0","2555.0","506.0"
"3212.0","821.0","4726.0","5066.0","599.0","345.0","155.0","392.0","2495.0","467.0"
"2830.0","918.0","4450.0","4976.0","536.0","348.0","158.0","375.0","2495.0","494.0"
"2564.0","713.0","3663.0","4279.0","583.0","267.0","116.0","271.0","2009.0","429.0"
"1935.0","612.0","3194.0","3674.0","410.0","233.0","66.0","272.0","1521.0","316.0"
"1820.0","1527.0","3446.0","4227.0","344.0","298.0","58.0","308.0","1666.0","331.0"
"2598.0","1108.0","4468.0","5979.0","532.0","373.0","130.0","385.0","2519.0","533.0"
"2624.0","1090.0","4228.0","5341.0","514.0","358.0","138.0","397.0","2395.0","486.0"
"2548.0","980.0","4298.0","5048.0","568.0","375.0","84.0","356.0","2409.0","474.0"
"2751.0","976.0","3916.0","4862.0","572.0","320.0","114.0","354.0","2606.0","493.0"
"2430.0","758.0","3471.0","4472.0","551.0","332.0","90.0","333.0","2357.0","430.0"
"1628.0","509.0","2633.0","3679.0","375.0","223.0","57.0","241.0","1587.0","345.0"
"1817.0","719.0","3515.0","4109.0","457.0","257.0","65.0","272.0","1651.0","307.0"
"2419.0","949.0","5310.0","5251.0","416.0","366.0","102.0","374.0","2380.0","422.0"
"2672.0","1009.0","4167.0","5292.0","562.0","428.0","100.0","367.0","2534.0","534.0"
"2738.0","994.0","4217.0","4904.0","681.0","403.0","158.0","386.0","2578.0","550.0"
"4307.0","877.0","3970.0","4889.0","617.0","364.0","161.0","341.0","2626.0","532.0"
"2937.0","690.0","3171.0","4091.0","437.0","296.0","82.0","278.0","2041.0","379.0"
"1819.0","443.0","2801.0","3575.0","312.0","228.0","68.0","246.0","1452.0","289.0"
"1845.0","556.0","3122.0","3666.0","386.0","257.0","73.0","274.0","1533.0","253.0"
"2538.0","722.0","3915.0","6657.0","416.0","386.0","127.0","341.0","2177.0","452.0"
"2740.0","782.0","4073.0","5108.0","636.0","384.0","97.0","373.0","2266.0","594.0"
"2802.0","780.0","3793.0","4943.0","662.0","361.0","106.0","377.0","2416.0","467.0"
"2574.0","839.0","3699.0","4761.0","577.0","317.0","109.0","330.0","2377.0","452.0"
"2038.0","703.0","3266.0","4260.0","418.0","287.0","89.0","283.0","2073.0","378.0"
"1506.0","484.0","2737.0","3563.0","255.0","273.0","70.0","289.0","1532.0","297.0"
"1729.0","689.0","3225.0","4130.0","328.0","339.0","66.0","264.0","1713.0","316.0"
"2351.0","887.0","4282.0","5273.0","496.0","408.0","97.0","340.0","2570.0","489.0"
"2466.0","933.0","4024.0","5235.0","510.0","367.0","135.0","406.0","2434.0","477.0"
"2276.0","857.0","3875.0","4762.0","446.0","409.0","101.0","334.0","2302.0","463.0"
"2360.0","910.0","4115.0","5204.0","495.0","509.0","119.0","336.0","2464.0","536.0"
"2135.0","768.0","3685.0","4589.0","439.0","353.0","103.0","306.0","2268.0","477.0"
"1650.0","526.0","2990.0","3789.0","305.0","290.0","74.0","226.0","1675.0","309.0"
"1708.0","627.0","3124.0","3906.0","380.0","312.0","89.0","226.0","1637.0","301.0"
"2512.0","847.0","4230.0","5267.0","523.0","387.0","139.0","344.0","2515.0","452.0"
"2562.0","987.0","4144.0","4652.0","530.0","345.0","136.0","338.0","2505.0","443.0"
"2682.0","934.0","4353.0","5258.0","467.0","480.0","116.0","328.0","2427.0","472.0"
"2659.0","859.0","3983.0","4790.0","603.0","453.0","110.0","297.0","2519.0","471.0"
"2386.0","731.0","3472.0","4024.0","564.0","344.0","86.0","279.0","2195.0","419.0"
"1827.0","451.0","2790.0","3521.0","390.0","217.0","67.0","227.0","1528.0","287.0"
"1787.0","561.0","3223.0","4020.0","449.0","300.0","77.0","272.0","1718.0","277.0"
"2270.0","817.0","4300.0","5175.0","446.0","425.0","112.0","317.0","2314.0","430.0"
"2503.0","847.0","4239.0","4990.0","528.0","409.0","106.0","264.0","2325.0","518.0"
"2482.0","701.0","3814.0","4517.0","469.0","385.0","98.0","295.0","2028.0","460.0"
"2099.0","610.0","3357.0","4181.0","438.0","268.0","82.0","236.0","1611.0","375.0"
"1873.0","481.0","2830.0","3915.0","359.0","229.0","73.0","209.0","1500.0","328.0"
"1569.0","488.0","3100.0","3621.0","290.0","211.0","55.0","204.0","1468.0","296.0"
"1855.0","547.0","3566.0","4158.0","400.0","306.0","82.0","207.0","1535.0","267.0"
"2606.0","834.0","4710.0","5396.0","500.0","409.0","112.0","333.0","2483.0","474.0"
"2919.0","1309.0","5285.0","5612.0","594.0","456.0","162.0","353.0","2730.0","462.0"
"2707.0","867.0","4689.0","5326.0","617.0","411.0","238.0","304.0","2329.0","427.0"
"3080.0","855.0","4495.0","5234.0","675.0","381.0","291.0","351.0","2447.0","485.0"
"6097.0","735.0","3964.0","4565.0","951.0","315.0","295.0","299.0","2170.0","391.0"
"3324.0","471.0","3342.0","4058.0","781.0","247.0","248.0","270.0","1674.0","289.0"
"2484.0","571.0","3508.0","4559.0","547.0","300.0","108.0","255.0","1621.0","314.0"
"3043.0","776.0","4701.0","5454.0","495.0","392.0","118.0","360.0","3603.0","445.0"
"3270.0","867.0","4834.0","5749.0","619.0","398.0","125.0","332.0","2502.0","442.0"
"3243.0","957.0","5125.0","6157.0","591.0","537.0","150.0","319.0","2494.0","471.0"
"2804.0","857.0","4763.0","5288.0","645.0","411.0","133.0","343.0","2321.0","445.0"
"2463.0","719.0","3805.0","4592.0","525.0","267.0","100.0","278.0","2154.0","426.0"
"1796.0","485.0","3105.0","3948.0","416.0","253.0","101.0","239.0","1582.0","300.0"
"1896.0","591.0","3607.0","4522.0","386.0","235.0","100.0","256.0","1707.0","313.0"
"2590.0","820.0","4487.0","5777.0","541.0","363.0","114.0","309.0","2439.0","434.0"
"2997.0","866.0","4938.0","5721.0","581.0","400.0","161.0","338.0","2451.0","461.0"
"3072.0","787.0","4927.0","5552.0","601.0","398.0","196.0","330.0","2355.0","473.0"
"2797.0","758.0","4738.0","5404.0","541.0","397.0","161.0","272.0","2313.0","417.0"
"2391.0","556.0","4035.0","4893.0","387.0","286.0","142.0","224.0","2003.0","364.0"
"1773.0","435.0","3368.0","4259.0","390.0","237.0","68.0","173.0","1736.0","269.0"
"1866.0","457.0","3758.0","4547.0","292.0","328.0","67.0","194.0","1490.0","241.0"
"2550.0","586.0","4968.0","5891.0","345.0","375.0","115.0","251.0","2249.0","393.0"
"2432.0","596.0","4747.0","5799.0","484.0","343.0","104.0","223.0","2148.0","432.0"
"2507.0","530.0","4659.0","5606.0","444.0","293.0","98.0","283.0","2053.0","415.0"
"2407.0","496.0","4627.0","5381.0","476.0","242.0","107.0","236.0","1990.0","378.0"
"1866.0","382.0","3857.0","4352.0","357.0","177.0","74.0","175.0","1643.0","316.0"
"1694.0","315.0","3631.0","4131.0","278.0","182.0","67.0","171.0","1194.0","201.0"
"1458.0","305.0","3764.0","4407.0","279.0","157.0","56.0","138.0","1321.0","180.0"
"1371.0","291.0","3703.0","4431.0","152.0","182.0","44.0","147.0","1311.0","215.0"
"1186.0","249.0","3128.0","3963.0","138.0","153.0","43.0","133.0","1132.0","185.0"
"1612.0","358.0","4513.0","5172.0","185.0","234.0","57.0","162.0","1634.0","247.0"
"2022.0","373.0","4970.0","5895.0","326.0","232.0","76.0","162.0","1773.0","303.0"
"2147.0","410.0","5376.0","5887.0","323.0","277.0","55.0","208.0","1764.0","318.0"
"1578.0","342.0","4843.0","4990.0","272.0","187.0","56.0","146.0","1413.0","237.0"
"1512.0","389.0","4910.0","4976.0","161.0","207.0","41.0","163.0","1340.0","187.0"
"1503.0","394.0","4731.0","5046.0","172.0","212.0","76.0","194.0","1565.0","246.0"
"1570.0","330.0","3903.0","4659.0","184.0","236.0","53.0","165.0","1299.0","203.0"
"2006.0","521.0","6085.0","6398.0","255.0","335.0","86.0","248.0","2187.0","330.0"
"2114.0","509.0","5691.0","7397.0","286.0","350.0","90.0","259.0","2048.0","405.0"
"2280.0","528.0","5667.0","6274.0","312.0","298.0","100.0","269.0","2103.0","371.0"
"2101.0","439.0","4680.0","5673.0","240.0","271.0","68.0","205.0","1603.0","260.0"
"2101.0","503.0","4987.0","5608.0","208.0","362.0","89.0","220.0","1645.0","219.0"
"2893.0","668.0","5987.0","6567.0","286.0","443.0","102.0","264.0","2231.0","392.0"
"2856.0","781.0","5757.0","6656.0","334.0","426.0","111.0","297.0","2440.0","463.0"
"2477.0","729.0","6025.0","6725.0","392.0","423.0","110.0","339.0","2462.0","435.0"
"3998.0","844.0","5897.0","6366.0","507.0","382.0","164.0","338.0","2586.0","412.0"
"3384.0","672.0","5038.0","6067.0","507.0","370.0","196.0","295.0","2264.0","344.0"
"2176.0","515.0","4081.0","5025.0","232.0","295.0","97.0","208.0","1666.0","312.0"
"1877.0","579.0","4403.0","5457.0","243.0","298.0","86.0","277.0","1754.0","240.0"
"2532.0","859.0","5191.0","6682.0","418.0","404.0","120.0","296.0","2394.0","443.0"
"2709.0","906.0","5201.0","6891.0","379.0","578.0","146.0","351.0","2576.0","411.0"
"2393.0","817.0","5169.0","7078.0","437.0","582.0","106.0","395.0","2705.0","508.0"
"2377.0","875.0","5288.0","6624.0","461.0","506.0","120.0","375.0","2747.0","486.0"
"2264.0","713.0","4520.0","6141.0","511.0","384.0","117.0","293.0","2380.0","444.0"
"1809.0","487.0","3801.0","5087.0","397.0","252.0","82.0","245.0","1770.0","321.0"
"1604.0","553.0","4072.0","5609.0","313.0","324.0","75.0","278.0","1793.0","294.0"
"1987.0","772.0","4932.0","6898.0","432.0","456.0","91.0","329.0","2416.0","475.0"
"2364.0","966.0","5504.0","7300.0","430.0","559.0","109.0","403.0","2842.0","484.0"
"2231.0","909.0","5426.0","7251.0","423.0","425.0","135.0","380.0","2858.0","543.0"
"2244.0","794.0","5091.0","6595.0","433.0","446.0","127.0","347.0","2653.0","477.0"
"2192.0","743.0","4607.0","5764.0","441.0","405.0","114.0","295.0","2489.0","493.0"
"1735.0","458.0","3846.0","4891.0","415.0","258.0","71.0","254.0","1748.0","296.0"
"1722.0","590.0","4279.0","5610.0","413.0","491.0","66.0","288.0","2022.0","308.0"
"2316.0","962.0","5187.0","6896.0","429.0","518.0","104.0","341.0","3156.0","432.0"
"2976.0","879.0","4963.0","7013.0","448.0","569.0","147.0","400.0","2937.0","509.0"
"2725.0","1016.0","4710.0","6853.0","457.0","518.0","215.0","420.0","2903.0","542.0"
"2583.0","894.0","4531.0","6319.0","509.0","512.0","296.0","352.0","2813.0","492.0"
"2113.0","795.0","4160.0","5556.0","359.0","373.0","190.0","320.0","2388.0","431.0"
"1547.0","554.0","3573.0","4767.0","275.0","289.0","86.0","255.0","1838.0","357.0"
"1613.0","679.0","4603.0","5151.0","305.0","341.0","67.0","324.0","1840.0","315.0"
"2348.0","1023.0","4716.0","6839.0","412.0","504.0","99.0","338.0","2828.0","528.0"
"2454.0","1034.0","4776.0","6751.0","443.0","520.0","122.0","354.0","2863.0","528.0"
"2354.0","1011.0","4794.0","6468.0","486.0","463.0","203.0","425.0","3017.0","539.0"
"2960.0","963.0","4694.0","6234.0","572.0","518.0","137.0","389.0","2935.0","542.0"
"2312.0","776.0","3986.0","5254.0","479.0","447.0","106.0","300.0","2570.0","441.0"
"1715.0","551.0","3361.0","4738.0","340.0","284.0","77.0","239.0","1715.0","338.0"
"1750.0","644.0","3754.0","4927.0","345.0","334.0","74.0","315.0","1939.0","296.0"
"3040.0","936.0","4775.0","6194.0","608.0","435.0","126.0","394.0","2890.0","457.0"
"2486.0","1022.0","4870.0","6406.0","538.0","475.0","124.0","381.0","2995.0","496.0"
"2118.0","962.0","4680.0","6285.0","533.0","425.0","104.0","373.0","2908.0","566.0"
"1976.0","873.0","4243.0","5891.0","502.0","458.0","129.0","324.0","2635.0","530.0"
"1815.0","697.0","3982.0","7697.0","356.0","323.0","80.0","306.0","2297.0","486.0"
"1342.0","537.0","3290.0","4643.0","263.0","251.0","60.0","240.0","1786.0","348.0"
"1423.0","748.0","3772.0","5250.0","334.0","303.0","72.0","268.0","1961.0","319.0"
"1928.0","948.0","4424.0","6228.0","417.0","459.0","109.0","366.0","2778.0","474.0"
"2061.0","942.0","5010.0","6878.0","447.0","401.0","98.0","368.0","3003.0","540.0"
"2384.0","1049.0","4846.0","6182.0","482.0","501.0","113.0","429.0","2958.0","542.0"
"2438.0","963.0","4459.0","5903.0","493.0","462.0","123.0","380.0","2699.0","532.0"
"1947.0","810.0","3950.0","5228.0","349.0","332.0","125.0","323.0","2592.0","473.0"
"1582.0","546.0","3342.0","4527.0","294.0","280.0","76.0","263.0","1927.0","368.0"
"1553.0","767.0","3557.0","4998.0","349.0","379.0","62.0","343.0","2152.0","318.0"
"2228.0","1069.0","4644.0","6168.0","498.0","387.0","137.0","411.0","3057.0","545.0"
"2294.0","1188.0","4683.0","6431.0","492.0","420.0","96.0","435.0","3128.0","563.0"
"2360.0","1171.0","4557.0","6529.0","633.0","382.0","118.0","347.0","3053.0","548.0"
"2286.0","1167.0","4403.0","5908.0","558.0","422.0","111.0","369.0","2888.0","509.0"
"1894.0","891.0","3702.0","5357.0","415.0","402.0","90.0","357.0","2635.0","488.0"
"1434.0","599.0","3089.0","4498.0","310.0","270.0","73.0","277.0","1978.0","385.0"
"1510.0","926.0","3605.0","4991.0","348.0","308.0","65.0","308.0","2060.0","322.0"
"2021.0","1203.0","4637.0","6247.0","447.0","505.0","124.0","407.0","2942.0","551.0"
"2084.0","1226.0","4348.0","6032.0","501.0","511.0","118.0","351.0","3065.0","619.0"
"2065.0","1314.0","4403.0","6073.0","518.0","384.0","98.0","407.0","2762.0","543.0"
"2074.0","1063.0","4222.0","5820.0","512.0","441.0","105.0","353.0","2999.0","526.0"
"1802.0","887.0","3614.0","4960.0","446.0","356.0","91.0","299.0","2580.0","529.0"
"1327.0","570.0","2906.0","4334.0","268.0","265.0","70.0","262.0","1905.0","343.0"
"1435.0","652.0","3268.0","4813.0","296.0","261.0","75.0","295.0","1935.0","366.0"
"2096.0","1044.0","4277.0","6054.0","446.0","450.0","128.0","398.0","2804.0","563.0"
"2363.0","1062.0","4059.0","6047.0","469.0","450.0","222.0","379.0","2969.0","638.0"
"2178.0","1002.0","4098.0","5789.0","574.0","509.0","150.0","393.0","2712.0","530.0"
"2163.0","1051.0","3859.0","6491.0","532.0","461.0","134.0","357.0","2806.0","560.0"
"1803.0","809.0","3496.0","5029.0","420.0","381.0","82.0","303.0","2429.0","496.0"
"1339.0","521.0","2769.0","5174.0","251.0","321.0","72.0","238.0","1795.0","338.0"
"1481.0","681.0","3097.0","4624.0","339.0","309.0","70.0","293.0","1919.0","345.0"
"2063.0","1049.0","4025.0","6056.0","437.0","421.0","108.0","401.0","2821.0","547.0"
"2102.0","1041.0","4178.0","5843.0","504.0","490.0","111.0","417.0","2803.0","563.0"
"2282.0","970.0","4007.0","5714.0","519.0","453.0","108.0","356.0","2842.0","558.0"
"2067.0","1040.0","3950.0","5313.0","560.0","422.0","130.0","329.0","2825.0","565.0"
"1854.0","741.0","3435.0","4737.0","316.0","373.0","112.0","304.0","2482.0","447.0"
"1801.0","475.0","3180.0","4017.0","253.0","231.0","76.0","261.0","1797.0","328.0"
"1987.0","579.0","3667.0","4566.0","368.0","325.0","71.0","276.0","2054.0","318.0"
"2576.0","848.0","4779.0","5633.0","466.0","427.0","122.0","357.0","2969.0","539.0"
"2519.0","788.0","4449.0","5448.0","447.0","444.0","94.0","336.0","2784.0","564.0"
"2436.0","753.0","4226.0","5091.0","461.0","385.0","105.0","341.0","2810.0","520.0"
"2312.0","677.0","4069.0","5031.0","471.0","273.0","116.0","326.0","2588.0","560.0"
"2013.0","494.0","3364.0","4443.0","270.0","249.0","88.0","261.0","2070.0","390.0"
"1633.0","414.0","2815.0","3664.0","258.0","225.0","76.0","230.0","1511.0","294.0"
"1811.0","436.0","2927.0","4205.0","248.0","248.0","54.0","284.0","1752.0","327.0"
"2213.0","591.0","3396.0","5274.0","388.0","316.0","76.0","369.0","2741.0","422.0"
"2717.0","744.0","3636.0","5535.0","513.0","351.0","132.0","318.0","2839.0","450.0"
"2168.0","821.0","3810.0","5916.0","469.0","384.0","135.0","332.0","2971.0","517.0"
"1630.0","750.0","3773.0","5662.0","686.0","425.0","109.0","301.0","2765.0","483.0"
"1028.0","512.0","3197.0","4223.0","309.0","302.0","76.0","269.0","2318.0","415.0"
"597.0","414.0","2561.0","3244.0","239.0","235.0","75.0","216.0","1624.0","367.0"
"426.0","543.0","3200.0","3706.0","271.0","246.0","63.0","258.0","1728.0","320.0"
"559.0","807.0","3816.0","4877.0","535.0","380.0","106.0","326.0","2514.0","466.0"
"508.0","899.0","3612.0","4608.0","459.0","382.0","105.0","357.0","2539.0","542.0"
"557.0","810.0","3417.0","4260.0","414.0","356.0","102.0","331.0","2378.0","512.0"
"565.0","749.0","3298.0","4217.0","483.0","404.0","116.0","345.0","2561.0","525.0"
"525.0","802.0","2852.0","3548.0","456.0","331.0","91.0","281.0","2029.0","438.0"
"341.0","565.0","2223.0","2986.0","259.0","263.0","65.0","247.0","1731.0","323.0"
"391.0","657.0","2677.0","3358.0","340.0","246.0","66.0","281.0","1979.0","302.0"
"592.0","930.0","3664.0","4728.0","497.0","399.0","114.0","318.0","2441.0","509.0"
"522.0","1155.0","3519.0","4631.0","601.0","480.0","83.0","362.0","2880.0","555.0"
"717.0","856.0","3413.0","4342.0","510.0","444.0","101.0","364.0","2545.0","492.0"
"534.0","817.0","3185.0","3997.0","529.0","376.0","89.0","326.0","2552.0","546.0"
"496.0","695.0","2857.0","3770.0","384.0","344.0","61.0","253.0","2181.0","433.0"
"381.0","464.0","2127.0","2999.0","248.0","267.0","49.0","275.0","1492.0","316.0"
"465.0","625.0","2518.0","3474.0","374.0","309.0","68.0","268.0","1734.0","398.0"
"594.0","833.0","3448.0","4482.0","531.0","372.0","98.0","372.0","2493.0","519.0"
"517.0","914.0","3400.0","4250.0","535.0","490.0","86.0","355.0","2414.0","549.0"
"577.0","926.0","3710.0","4474.0","504.0","418.0","128.0","344.0","2482.0","604.0"
"662.0","833.0","3585.0","4179.0","631.0","414.0","110.0","349.0","2488.0","488.0"
"559.0","631.0","3010.0","3721.0","449.0","300.0","102.0","273.0","2130.0","425.0"
"381.0","450.0","2256.0","3097.0","366.0","218.0","64.0","245.0","1474.0","298.0"
"420.0","582.0","2730.0","3599.0","463.0","296.0","85.0","300.0","1605.0","332.0"
"602.0","923.0","3617.0","4560.0","507.0","425.0","106.0","379.0","2766.0","577.0"
"596.0","954.0","3610.0","4239.0","471.0","389.0","105.0","357.0","2387.0","552.0"
"579.0","733.0","3152.0","3943.0","397.0","387.0","98.0","318.0","2381.0","487.0"
"576.0","874.0","3486.0","4005.0","421.0","363.0","90.0","280.0","2641.0","537.0"
"555.0","700.0","3057.0","3711.0","359.0","365.0","86.0","293.0","2094.0","427.0"
"412.0","495.0","2365.0","2981.0","320.0","234.0","54.0","228.0","1511.0","354.0"
"388.0","533.0","2490.0","3259.0","339.0","231.0","56.0","219.0","1651.0","275.0"
"576.0","837.0","3259.0","4059.0","438.0","374.0","92.0","284.0","2369.0","427.0"
"508.0","775.0","3420.0","4048.0","419.0","377.0","82.0","332.0","2358.0","455.0"
"692.0","784.0","3321.0","4336.0","482.0","441.0","138.0","320.0","2531.0","498.0"
"455.0","832.0","3317.0","3971.0","438.0","384.0","88.0","303.0","2278.0","471.0"
"447.0","591.0","2801.0","3552.0","405.0","267.0","90.0","289.0","1998.0","390.0"
"357.0","427.0","2059.0","2959.0","261.0","223.0","60.0","217.0","1387.0","297.0"
"560.0","502.0","2421.0","3198.0","372.0","335.0","67.0","219.0","1510.0","327.0"
"827.0","970.0","3529.0","4130.0","492.0","402.0","89.0","311.0","2369.0","513.0"
"896.0","764.0","3650.0","4336.0","506.0","341.0","87.0","336.0","2358.0","534.0"
"2608.0","838.0","3453.0","4146.0","521.0","419.0","87.0","282.0","2253.0","503.0"
"2390.0","768.0","3566.0","4136.0","520.0","377.0","92.0","329.0","2345.0","536.0"
"2038.0","593.0","2805.0","3275.0","565.0","302.0","76.0","292.0","2006.0","435.0"
"1410.0","422.0","2116.0","2825.0","310.0","215.0","55.0","241.0","1520.0","312.0"
"1555.0","513.0","2255.0","3029.0","333.0","333.0","79.0","244.0","1524.0","299.0"
"2479.0","777.0","3116.0","3791.0","463.0","376.0","98.0","247.0","2146.0","435.0"
"2364.0","876.0","3312.0","4095.0","453.0","405.0","104.0","345.0","2324.0","477.0"
"2436.0","862.0","3245.0","3835.0","456.0","371.0","101.0","331.0","2318.0","514.0"
"2175.0","794.0","2906.0","3886.0","436.0","433.0","85.0","249.0","2244.0","411.0"
"1947.0","645.0","2709.0","3364.0","327.0","314.0","90.0","178.0","1933.0","406.0"
"1392.0","438.0","1978.0","2690.0","241.0","235.0","41.0","174.0","1285.0","258.0"
"2025.0","467.0","2175.0","2818.0","268.0","264.0","53.0","199.0","1343.0","234.0"
"2960.0","604.0","3443.0","3697.0","326.0","355.0","59.0","229.0","1586.0","362.0"
"2482.0","700.0","3126.0","4039.0","376.0","406.0","93.0","257.0","2136.0","414.0"
"2142.0","670.0","3193.0","3911.0","393.0","371.0","85.0","297.0","2242.0","399.0"
"2071.0","704.0","2998.0","3807.0","392.0","377.0","79.0","263.0","2409.0","429.0"
